"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","comp01_name","comp01_club","comp01_dq","comp01_won","comp02_n","ID_2","comp02_name","comp02_club","comp02_dq","comp02_won"
"Master 1","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:13 AM",2,"18",948,"Dean Joseph Mraz","Carlson Gracie ",0,0,"10",948,"Joshua Aaron Palmisano","Rodrigo Pinheiro ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"26",949,"Craig Michael Leger","Texas Punishment Crew",0,1,"BYE",949,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"18",950,"Dean Joseph Mraz","Carlson Gracie ",0,1,"BYE",950,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","10:00 AM",1,"42",951,"Kyriakos Ispoglou","Aspire To Inspire",0,1,"26",951,"Craig Michael Leger","Texas Punishment Crew",1,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:11 AM",2,"34",952,"Philipe Tehotu Tauraatua","Reyson Gracie España",1,0,"18",952,"Dean Joseph Mraz","Carlson Gracie ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"42",953,"Kyriakos Ispoglou","Aspire To Inspire",0,1,"BYE",953,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"34",954,"Philipe Tehotu Tauraatua","Reyson Gracie España",0,1,"BYE",954,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:30 AM",2,"60",955,"David Thomas Beheshti","Rodrigo Pinheiro BJJ",0,0,"68",955,"Allan K Keahi Raikes","Zenith BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"13",956,"James Russell Durbin Jr","Carlson Gracie Team",0,1,"BYE",956,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","09:46 AM",1,"8",957,"Ijah Iwasey Baltimore","GF Team",0,1,"68",957,"Allan K Keahi Raikes","Zenith BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 10","Sat","09/03","10:32 AM",2,"13",958,"James Russell Durbin Jr","Carlson Gracie Team",0,0,"8",958,"Ijah Iwasey Baltimore","GF Team",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:35 AM",2,"52",959,"Ian M Curtis","Team Link",0,0,"13",959,"James Russell Durbin Jr","Carlson Gracie Team",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",960,"Ijah Iwasey Baltimore","GF Team",0,1,"BYE",960,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"52",961,"Ian M Curtis","Team Link",0,1,"BYE",961,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:00 AM",2,"28",962,"Zlatan Cizmic","Cascao Jiu-Jitsu",0,0,"8",962,"Ijah Iwasey Baltimore","GF Team",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:19 AM",2,"20",963,"Ryan Steven Barron","Alliance ",0,0,"13",963,"James Russell Durbin Jr","Carlson Gracie Team",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"28",964,"Zlatan Cizmic","Cascao Jiu-Jitsu",0,1,"BYE",964,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"20",965,"Ryan Steven Barron","Alliance ",0,1,"BYE",965,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:38 AM",2,"44",966,"Kevin James Hom","AEG",0,0,"28",966,"Zlatan Cizmic","Cascao Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:15 AM",2,"36",967,"Nick G Tallone","Princeton Brazilian Jiu-Jitsu",1,0,"20",967,"Ryan Steven Barron","Alliance ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"44",968,"Kevin James Hom","AEG",0,1,"BYE",968,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"36",969,"Nick G Tallone","Princeton Brazilian Jiu-Jitsu",0,1,"BYE",969,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",970,"Shane Sweeney","Pedigo Submission Fighting",0,1,"BYE",970,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"16",971,"Andrew Stephen Gabriel","Gracie Humaita",0,1,"BYE",971,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","09:56 AM",2,"61",972,"Christopher Neal Jayne","CheckMat",1,0,"1",972,"Shane Sweeney","Pedigo Submission Fighting",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 9","Sat","09/03","10:15 AM",2,"39",973,"Maki Ikaika Pitolo","Alliance International ",0,0,"1",973,"Shane Sweeney","Pedigo Submission Fighting",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:48 AM",2,"56",974,"Floyd Xavier Tudela","Relson Gracie",0,0,"16",974,"Andrew Stephen Gabriel","Gracie Humaita",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"61",975,"Christopher Neal Jayne","CheckMat",0,1,"BYE",975,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"56",976,"Floyd Xavier Tudela","Relson Gracie",0,1,"BYE",976,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:01 AM",2,"48",977,"Jordan Michael Goss","CheckMat International",0,0,"1",977,"Shane Sweeney","Pedigo Submission Fighting",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:08 AM",1,"39",978,"Maki Ikaika Pitolo","Alliance International ",0,1,"16",978,"Andrew Stephen Gabriel","Gracie Humaita",0,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"32",979,"Stephan Alexander Rasch","GF Team International",0,1,"BYE",979,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"23",980,"Tiago Soares de Barros","Gracie Barra",0,1,"BYE",980,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:38 AM",1,"48",981,"Jordan Michael Goss","CheckMat International",0,1,"32",981,"Stephan Alexander Rasch","GF Team International",1,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","09:56 AM",1,"39",982,"Maki Ikaika Pitolo","Alliance International ",0,1,"23",982,"Tiago Soares de Barros","Gracie Barra",0,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"48",983,"Jordan Michael Goss","CheckMat International",0,1,"BYE",983,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"39",984,"Maki Ikaika Pitolo","Alliance International ",0,1,"BYE",984,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:42 AM",1,"64",985,"Bryan Alexander Caceres","EDJ School of Jiu-Jitsu",0,1,"70",985,"Abraham Albert Artavia","Rodrigo Pinheiro BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",986,"Joshua Allen Maynor","Pedigo Submission Fighting",0,1,"BYE",986,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:56 AM",1,"3",987,"Matthew Richard Cole","Alliance ",0,1,"64",987,"Bryan Alexander Caceres","EDJ School of Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:26 AM",2,"53",988,"Henry Antero Suhonen","Team Helsinki",0,0,"3",988,"Matthew Richard Cole","Alliance ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","09:59 AM",1,"53",989,"Henry Antero Suhonen","Team Helsinki",0,1,"12",989,"Joshua Allen Maynor","Pedigo Submission Fighting",1,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",990,"Matthew Richard Cole","Alliance ",0,1,"BYE",990,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"53",991,"Henry Antero Suhonen","Team Helsinki",0,1,"BYE",991,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:04 AM",1,"45",992,"Justin Tomas V Abella","Gracie Jiu-Jitsu Academy",0,1,"3",992,"Matthew Richard Cole","Alliance ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:11 AM",2,"21",993,"Daniel Joseph Quinlan","Gracie Barra",0,0,"53",993,"Henry Antero Suhonen","Team Helsinki",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"29",994,"William James Baird IV","G T S",0,1,"BYE",994,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"21",995,"Daniel Joseph Quinlan","Gracie Barra",0,1,"BYE",995,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:56 AM",1,"45",996,"Justin Tomas V Abella","Gracie Jiu-Jitsu Academy",0,1,"29",996,"William James Baird IV","G T S",1,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:30 AM",2,"37",997,"Nathaniel Jacob Crowsey","Rodrigo Vaghi BJJ",0,0,"21",997,"Daniel Joseph Quinlan","Gracie Barra",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"45",998,"Justin Tomas V Abella","Gracie Jiu-Jitsu Academy",0,1,"BYE",998,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"37",999,"Nathaniel Jacob Crowsey","Rodrigo Vaghi BJJ",0,1,"BYE",999,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","09:41 AM",2,"57",1000,"Fabiano B Pinto","Nova União",1,0,"65",1000,"Antonio Rivera","Travis Lutter Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"9",1001,"Joshua L Carrion Reyes","Ares BJJ",0,1,"BYE",1001,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:33 AM",2,"5",1002,"Jose Antonio Morera","Fabio Novaes BJJ",1,0,"65",1002,"Antonio Rivera","Travis Lutter Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 12","Sat","09/03","10:57 AM",2,"9",1003,"Joshua L Carrion Reyes","Ares BJJ",1,0,"65",1003,"Antonio Rivera","Travis Lutter Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","10:09 AM",2,"49",1004,"Jonathan Eduardo Jaramillo","Clube de Lutas Australia ",1,0,"9",1004,"Joshua L Carrion Reyes","Ares BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",1005,"Jose Antonio Morera","Fabio Novaes BJJ",0,1,"BYE",1005,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"49",1006,"Jonathan Eduardo Jaramillo","Clube de Lutas Australia ",0,1,"BYE",1006,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 9","Sat","09/03","10:39 AM",2,"25",1007,"Jack A Sadanowicz","Zenith BJJ",0,0,"65",1007,"Antonio Rivera","Travis Lutter Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:12 AM",2,"22",1008,"Charles Justin Garcia Jr","GF Team",0,0,"9",1008,"Joshua L Carrion Reyes","Ares BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"25",1009,"Jack A Sadanowicz","Zenith BJJ",0,1,"BYE",1009,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"22",1010,"Charles Justin Garcia Jr","GF Team",0,1,"BYE",1010,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:35 AM",2,"41",1011,"Louis Patrick Morales","Cascao Jiu-Jitsu",0,0,"25",1011,"Jack A Sadanowicz","Zenith BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","10:09 AM",2,"33",1012,"Rommel Aaron Benitez Tefel","Romulo Melo Brazilian Jiu-Jitsu LLC.",1,0,"22",1012,"Charles Justin Garcia Jr","GF Team",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"41",1013,"Louis Patrick Morales","Cascao Jiu-Jitsu",0,1,"BYE",1013,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"33",1014,"Rommel Aaron Benitez Tefel","Romulo Melo Brazilian Jiu-Jitsu LLC.",0,1,"BYE",1014,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:30 AM",2,"59",1015,"Donald Allen Rosenow","G13 BJJ USA",0,0,"67",1015,"Andrii Poliakov","Legacy Jiu-Jitsu - Team Alberto Crane",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",1016,"Christopher Castellanos Lomeli","Coachella Valley BJJ",0,1,"BYE",1016,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:48 AM",1,"7",1017,"Han Byol Kim","TAC Team BJJ",0,1,"67",1017,"Andrii Poliakov","Legacy Jiu-Jitsu - Team Alberto Crane",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 10","Sat","09/03","10:37 AM",2,"51",1018,"Irvin Hoang Nguyen","Impact Jiu Jitsu",0,0,"7",1018,"Han Byol Kim","TAC Team BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:41 AM",1,"51",1019,"Irvin Hoang Nguyen","Impact Jiu Jitsu",0,1,"11",1019,"Christopher Castellanos Lomeli","Coachella Valley BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",1020,"Han Byol Kim","TAC Team BJJ",0,1,"BYE",1020,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"51",1021,"Irvin Hoang Nguyen","Impact Jiu Jitsu",0,1,"BYE",1021,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 6","Sat","09/03","10:06 AM",2,"27",1022,"Jairo Fernando Caceres","Jiu-Jitsu For Life Team",0,0,"7",1022,"Han Byol Kim","TAC Team BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 9","Sat","09/03","10:22 AM",2,"19",1023,"Athanasios V Pappas","Carlson Gracie ",0,0,"51",1023,"Irvin Hoang Nguyen","Impact Jiu Jitsu",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"27",1024,"Jairo Fernando Caceres","Jiu-Jitsu For Life Team",0,1,"BYE",1024,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"19",1025,"Athanasios V Pappas","Carlson Gracie ",0,1,"BYE",1025,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 1","Sat","09/03","09:34 AM",2,"43",1026,"Kevin Kammer Davis","Dark Horse Jiu-Jitsu",0,0,"27",1026,"Jairo Fernando Caceres","Jiu-Jitsu For Life Team",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:21 AM",2,"35",1027,"Patrick Michael Corrigan","North Broadway Jiu-Jitsu",1,0,"19",1027,"Athanasios V Pappas","Carlson Gracie ",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"43",1028,"Kevin Kammer Davis","Dark Horse Jiu-Jitsu",0,1,"BYE",1028,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"35",1029,"Patrick Michael Corrigan","North Broadway Jiu-Jitsu",0,1,"BYE",1029,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",1030,"Harris Naveed","Alliance International ",0,1,"BYE",1030,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"15",1031,"Ralph Emerson Wyer","Renzo Gracie Academy",0,1,"BYE",1031,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 2","Sat","09/03","09:36 AM",2,"63",1032,"Bryce Austin Boyd","Ralph Gracie",0,0,"2",1032,"Harris Naveed","Alliance International ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 10","Sat","09/03","10:39 AM",2,"24",1033,"Schad T TenBroeck","Cleber Jiu-Jitsu Visalia",0,0,"2",1033,"Harris Naveed","Alliance International ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 7","Sat","09/03","10:23 AM",0,"55",1034,"Gabriel J Azaceta","Subforce BJJ / Jiu-Jitsu For The People",1,0,"15",1034,"Ralph Emerson Wyer","Renzo Gracie Academy",1,0
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"63",1035,"Bryce Austin Boyd","Ralph Gracie",0,1,"BYE",1035,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"55",1036,"Gabriel J Azaceta","Subforce BJJ / Jiu-Jitsu For The People",0,1,"BYE",1036,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 5","Sat","09/03","10:02 AM",2,"47",1037,"Joseph Randal Stoneburgh","Carlson Gracie Team",0,0,"2",1037,"Harris Naveed","Alliance International ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 8","Sat","09/03","10:23 AM",1,"24",1038,"Schad T TenBroeck","Cleber Jiu-Jitsu Visalia",0,1,"BYE",1038,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"31",1039,"Taylor Keith Reed","CheckMat",0,1,"BYE",1039,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"24",1040,"Schad T TenBroeck","Cleber Jiu-Jitsu Visalia",0,1,"BYE",1040,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 3","Sat","09/03","09:43 AM",1,"47",1041,"Joseph Randal Stoneburgh","Carlson Gracie Team",0,1,"31",1041,"Taylor Keith Reed","CheckMat",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 4","Sat","09/03","09:49 AM",2,"40",1042,"Luis Angel Pacheco","Gracie Humaita",1,0,"24",1042,"Schad T TenBroeck","Cleber Jiu-Jitsu Visalia",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"47",1043,"Joseph Randal Stoneburgh","Carlson Gracie Team",0,1,"BYE",1043,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","BYE","BYE","BYE","BYE",1,"40",1044,"Luis Angel Pacheco","Gracie Humaita",0,1,"BYE",1044,"BYE","BYE",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 14","Sat","09/03","10:56 AM",2,"10",1045,"Joshua Aaron Palmisano","Rodrigo Pinheiro ",0,0,"4",1045,"Ethan Michael Seay","Gracie Barra BJJ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 19","Sat","09/03","11:51 AM",1,"7",1046,"Han Byol Kim","TAC Team BJJ",0,1,"1",1046,"Shane Sweeney","Pedigo Submission Fighting",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 15","Sat","09/03","11:21 AM",2,"65",1047,"Antonio Rivera","Travis Lutter Brazilian Jiu-Jitsu",0,0,"3",1047,"Matthew Richard Cole","Alliance ",0,1
"Master 1","Male","BLUE","Medium Heavy","FIGHT 15","Sat","09/03","11:14 AM",1,"1",1048,"Shane Sweeney","Pedigo Submission Fighting",0,1,"4",1048,"Ethan Michael Seay","Gracie Barra BJJ",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 17","Sat","09/03","11:38 AM",1,"7",1049,"Han Byol Kim","TAC Team BJJ",0,1,"3",1049,"Matthew Richard Cole","Alliance ",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 13","Sat","09/03","10:51 AM",1,"1",1050,"Shane Sweeney","Pedigo Submission Fighting",0,1,"8",1050,"Ijah Iwasey Baltimore","GF Team",0,0
"Master 1","Male","BLUE","Medium Heavy","FIGHT 11","Sat","09/03","10:57 AM",2,"2",1051,"Harris Naveed","Alliance International ",0,0,"7",1051,"Han Byol Kim","TAC Team BJJ",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 2","Fri","09/02","09:44 AM",1,"26",1052,"Rmandel J Cameron","Carlson Gracie Team",0,1,"43",1052,"Adrian Morales","GF Team International",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 4","Fri","09/02","09:51 AM",2,"31",1053,"Jan Vincent R Rondolo","Charles Gracie Jiu-Jitsu Academy - Daly City",1,0,"39",1053,"Dayton T Biggs","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 4","Fri","09/02","10:06 AM",1,"7",1054,"Joshua C Stephens","TAC Team BJJ",0,1,"26",1054,"Rmandel J Cameron","Carlson Gracie Team",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 11","Fri","09/02","10:57 AM",1,"15",1055,"Daniel Uchenna Chionuma","Super System BJJ",0,1,"11",1055,"James Alexander Cole","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 6","Fri","09/02","10:16 AM",2,"2",1056,"Joseph Anthony Suarez","Renato Tavares Association",0,0,"39",1056,"Dayton T Biggs","Rodrigo Pinheiro BJJ",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",1057,"Joshua C Stephens","TAC Team BJJ",0,1,"BYE",1057,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",1058,"Joseph Anthony Suarez","Renato Tavares Association",0,1,"BYE",1058,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 7","Fri","09/02","10:25 AM",1,"11",1059,"James Alexander Cole","Six Blades Jiu-Jitsu",0,1,"7",1059,"Joshua C Stephens","TAC Team BJJ",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 8","Fri","09/02","10:33 AM",1,"15",1060,"Daniel Uchenna Chionuma","Super System BJJ",0,1,"39",1060,"Dayton T Biggs","Rodrigo Pinheiro BJJ",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 1","Fri","09/02","09:37 AM",1,"19",1061,"Ryan Walter Hazinski","Brasa CTA",0,1,"35",1061,"Guillermo Mondet","Barum Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"15",1062,"Daniel Uchenna Chionuma","Super System BJJ",0,1,"BYE",1062,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 5","Fri","09/02","10:14 AM",1,"11",1063,"James Alexander Cole","Six Blades Jiu-Jitsu",0,1,"19",1063,"Ryan Walter Hazinski","Brasa CTA",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 3","Fri","09/02","09:53 AM",2,"23",1064,"Takashi Kent Koizumi","Gracie Allegiance",0,0,"15",1064,"Daniel Uchenna Chionuma","Super System BJJ",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",1065,"James Alexander Cole","Six Blades Jiu-Jitsu",0,1,"BYE",1065,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"23",1066,"Takashi Kent Koizumi","Gracie Allegiance",0,1,"BYE",1066,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 2","Fri","09/02","09:40 AM",1,"25",1067,"Robert Nick Mader Jr","Atos Jiu-Jitsu",0,1,"41",1067,"Bradley Scott Sjule","Patrick Almeida Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 7","Fri","09/02","10:29 AM",2,"29",1068,"Justin Sung Min Kim","Alliance ",0,0,"37",1068,"Erick Gomez","Behring Last Stand",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 3","Fri","09/02","09:52 AM",1,"5",1069,"Kyle Anthony Gomez","CheckMat USA",0,1,"25",1069,"Robert Nick Mader Jr","Atos Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 17","Fri","09/02","11:45 AM",1,"37",1070,"Erick Gomez","Behring Last Stand",0,1,"9",1070,"Eduardo Dario Sandoval Alessi","GF Team",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 10","Fri","09/02","10:50 AM",2,"3",1071,"Jorge Luis Quintana","Cascao Jiu-Jitsu",0,0,"37",1071,"Erick Gomez","Behring Last Stand",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",1072,"Kyle Anthony Gomez","CheckMat USA",0,1,"BYE",1072,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",1073,"Jorge Luis Quintana","Cascao Jiu-Jitsu",0,1,"BYE",1073,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 7","Fri","09/02","10:13 AM",1,"9",1074,"Eduardo Dario Sandoval Alessi","GF Team",0,1,"5",1074,"Kyle Anthony Gomez","CheckMat USA",0,0
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 13","Fri","09/02","11:14 AM",2,"13",1075,"Adriano A Silva Dias","CheckMat",0,0,"37",1075,"Erick Gomez","Behring Last Stand",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 1","Fri","09/02","09:35 AM",2,"17",1076,"Celso Arevalos Jr","Stockton Jiu-Jitsu Academy",0,0,"32",1076,"Jacob Mark Bennett","Carlson Gracie ",0,1
"Master 1","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"13",1077,"Adriano A Silva Dias","CheckMat",0,1,"BYE",1077,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Medium Heavy","FIGHT 5","Fri","09/02","09:59 AM",1,"9",1078,"Eduardo Dario Sandoval Alessi","GF Team",0,1,"32",1078,"Jacob Mark Bennett","Carlson Gracie ",0,0
